SetID	P.value	N.Marker.All	N.Marker.Test	pval_skat.bon	SetID	P.value	N.Marker.All	N.Marker.Test	pval_skato.bon	SetID	P.value	N.Marker.All	N.Marker.Test	pval_burden.bon
TGM2	0.966281860360984	98	94	1	TGM2	0.853361010286633	98	94	1	TGM2	0.625003055393406	98	94	1
KIAA1755	0.999988732136094	142	133	1	KIAA1755	0.844927106763999	142	133	1	KIAA1755	0.791910586063253	142	133	1
LOC149684	0.999958940047098	55	48	1	LOC149684	1	55	48	1	LOC149684	0.955068731984239	55	48	1
BPI	0.995245080357131	149	145	1	BPI	1	149	145	1	BPI	0.934262006576294	149	145	1
LBP	0.999568363116512	143	113	1	LBP	1	143	113	1	LBP	0.883978457060989	143	113	1
SNHG17	0.0479169704090336	31	27	1	SNHG17	0.0171484056052204	31	27	1	SNHG17	0.00766722956824718	31	27	1
SNHG11	0.60190690702918	6	6	1	SNHG11	0.590341242556368	6	6	1	SNHG11	0.283230963085621	6	6	1
RALGAPB	0.51107914706991	97	91	1	RALGAPB	0.0294051545038116	97	91	1	RALGAPB	0.0163732907693687	97	91	1
ADIG	0.234983236404484	5	5	1	ADIG	0.300908648052994	5	5	1	ADIG	0.544855705932078	5	5	1
ARHGAP40	0.99996925713222	113	107	1	ARHGAP40	0.723527931762353	113	107	1	ARHGAP40	0.806525449593686	113	107	1
SLC32A1	0.995069469890962	5	4	1	SLC32A1	0.852751787906977	5	4	1	SLC32A1	0.970419406266029	5	4	1
ACTR5	0.999907303561645	78	76	1	ACTR5	1	78	76	1	ACTR5	0.979643770859073	78	76	1
PPP1R16B	0.999998177454572	254	233	1	PPP1R16B	0.81487179775993	254	233	1	PPP1R16B	0.941473039741392	254	233	1
FAM83D	0.99964880830231	71	67	1	FAM83D	1	71	67	1	FAM83D	0.898640634384824	71	67	1
DHX35	0.999997519783356	147	143	1	DHX35	0.873580799037229	147	143	1	DHX35	0.975310952573095	147	143	1
LINC01734	0.99691367615739	19	19	1	LINC01734	0.82968762029093	19	19	1	LINC01734	0.920280836540782	19	19	1
LINC01370	0.996345921920429	15	15	1	LINC01370	0.861131891670378	15	15	1	LINC01370	0.914555600754883	15	15	1
MAFB	0.393432403962385	3	3	1	MAFB	0.433315806048757	3	3	1	MAFB	0.461342122395188	3	3	1
LOC100128988	0.999999652766805	136	124	1	LOC100128988	1	136	124	1	LOC100128988	0.652640020907216	136	124	1
TOP1	0.999992989972208	139	117	1	TOP1	1	139	117	1	TOP1	0.912355421292027	139	117	1
PLCG1-AS1	0.99990923244533	27	22	1	PLCG1-AS1	1	27	22	1	PLCG1-AS1	0.958069063129192	27	22	1
PLCG1	0.956503217059635	47	39	1	PLCG1	0.680590024008966	47	39	1	PLCG1	0.684351741940972	47	39	1
ZHX3	0.802812407883776	231	225	1	ZHX3	0.161426048194299	231	225	1	ZHX3	0.187308447821997	231	225	1
LPIN3	0.785994610844146	41	40	1	LPIN3	0.421886803486664	41	40	1	LPIN3	0.237935931069947	41	40	1
EMILIN3	0.997941607321262	8	7	1	EMILIN3	0.866921839868987	8	7	1	EMILIN3	0.956127713540077	8	7	1
CHD6	0.999999425153491	551	502	1	CHD6	1	551	502	1	CHD6	0.923853350692826	551	502	1
PTPRT	0.999089614987525	3022	2764	1	PTPRT	0.757199068705444	3022	2764	1	PTPRT	0.409710037682278	3022	2764	1
SRSF6	0.995377319240986	10	9	1	SRSF6	0.85493690781689	10	9	1	SRSF6	0.802038451498953	10	9	1
L3MBTL1	0.995627688346924	96	94	1	L3MBTL1	1	96	94	1	L3MBTL1	0.881167582355766	96	94	1
SGK2	0.956604593596835	70	68	1	SGK2	0.702572794838021	70	68	1	SGK2	0.489117865091496	70	68	1
IFT52	0.999282000270011	165	141	1	IFT52	0.750057584050113	165	141	1	IFT52	0.609804855077239	165	141	1
MYBL2	0.99978241723033	142	109	1	MYBL2	0.672255061375445	142	109	1	MYBL2	0.655521717907489	142	109	1
LINC01728	0.680268448832383	3	1	1	LINC01728	0.990331194669409	3	1	1	LINC01728	0.680268448832383	3	1	1
TOX2	0.999878873883516	445	405	1	TOX2	0.69982573526833	445	405	1	TOX2	0.837143310986941	445	405	1
JPH2	0.999969752439019	302	269	1	JPH2	0.8557791550308	302	269	1	JPH2	0.751677753130613	302	269	1
OSER1	0.864291637941384	48	43	1	OSER1	0.554752930209544	48	43	1	OSER1	0.397610422086694	48	43	1
OSER1-DT	0.993289472525122	76	68	1	OSER1-DT	0.870230210957412	76	68	1	OSER1-DT	0.915054402438125	76	68	1
GDAP1L1	0.999972858008329	99	98	1	GDAP1L1	1	99	98	1	GDAP1L1	0.973308555655582	99	98	1
FITM2	0.996826596177717	17	14	1	FITM2	0.892805571800188	17	14	1	FITM2	0.765147734458672	17	14	1
R3HDML	0.999694266310325	29	28	1	R3HDML	0.855412025765254	29	28	1	R3HDML	0.900818459245289	29	28	1
HNF4A	0.999094029614723	203	187	1	HNF4A	0.552616172943987	203	187	1	HNF4A	0.664647544952473	203	187	1
LINC01430	0.686367767147126	1	1	1	LINC01430	0.764547192030426	1	1	1	LINC01430	0.686367767147126	1	1	1
LINC01620	0.999212380315274	23	17	1	LINC01620	1	23	17	1	LINC01620	0.862645673752196	23	17	1
TTPAL	0.999774381095348	31	27	1	TTPAL	1	31	27	1	TTPAL	0.968604593185806	31	27	1
SERINC3	0.99999209262108	32	26	1	SERINC3	1	32	26	1	SERINC3	0.974713703755591	32	26	1
PKIG	0.999945598268314	137	114	1	PKIG	0.755018308974697	137	114	1	PKIG	0.612407649332102	137	114	1
ADA	0.964729889033988	108	88	1	ADA	1	108	88	1	ADA	0.958425207738013	108	88	1
LINC01260	0.813954059948534	55	46	1	LINC01260	0.813044717101677	55	46	1	LINC01260	0.553375006806625	55	46	1
KCNK15-AS1	0.999994821096522	93	79	1	KCNK15-AS1	0.907286251027745	93	79	1	KCNK15-AS1	0.949246108347048	93	79	1
KCNK15	0.997737720800985	13	12	1	KCNK15	1	13	12	1	KCNK15	0.885334631292257	13	12	1
RIMS4	0.999999751772063	102	97	1	RIMS4	1	102	97	1	RIMS4	0.909897991566778	102	97	1
YWHAB	0.999996216951316	49	48	1	YWHAB	0.664654749673437	49	48	1	YWHAB	0.678949975283042	49	48	1
PABPC1L	0.999995295041216	72	70	1	PABPC1L	1	72	70	1	PABPC1L	0.942881892534243	72	70	1
TOMM34	0.992233203734026	20	19	1	TOMM34	1	20	19	1	TOMM34	0.975864867131777	20	19	1
STK4-AS1	1	5	5	1	STK4-AS1	0.74569703197713	5	5	1	STK4-AS1	0.757235072336702	5	5	1
STK4	0.763634744837602	10	10	1	STK4	0.398587627898845	10	10	1	STK4	0.290324804280409	10	10	1
KCNS1	0.999930946377909	21	20	1	KCNS1	1	21	20	1	KCNS1	0.940865806225528	21	20	1
WFDC5	0.994395197582786	21	20	1	WFDC5	1	21	20	1	WFDC5	0.769915616644598	21	20	1
WFDC12	0.0909579644024704	3	3	1	WFDC12	0.174485150435488	3	3	1	WFDC12	0.0889195167344366	3	3	1
PI3	1	5	5	1	PI3	1	5	5	1	PI3	0.796928233467984	5	5	1
SEMG1	0.941776945737174	9	5	1	SEMG1	0.820919146102369	9	5	1	SEMG1	0.913020953631174	9	5	1
SEMG2	0.801611932909939	9	5	1	SEMG2	0.712041869126596	9	5	1	SEMG2	0.845702120614822	9	5	1
SLPI	1	10	10	1	SLPI	0.685513192667399	10	10	1	SLPI	0.753865968632737	10	10	1
MATN4	0.994940267697622	54	45	1	MATN4	0.919920944036862	54	45	1	MATN4	0.740679932104554	54	45	1
RBPJL	0.99759905131234	28	18	1	RBPJL	1	28	18	1	RBPJL	0.78428186587714	28	18	1
SDC4	0.997918704279722	76	75	1	SDC4	0.842697031255008	76	75	1	SDC4	0.829372183920676	76	75	1
SYS1	1	21	21	1	SYS1	1	21	21	1	SYS1	0.729568201706902	21	21	1
SYS1-DBNDD2	0.999957289775667	91	91	1	SYS1-DBNDD2	1	91	91	1	SYS1-DBNDD2	0.756826238425237	91	91	1
PIGT	0.992916297308979	19	18	1	PIGT	1	19	18	1	PIGT	0.972134314190166	19	18	1
LOC105372631	0.999954134053219	47	46	1	LOC105372631	1	47	46	1	LOC105372631	0.939873127982092	47	46	1
WFDC2	0.999216622958064	49	48	1	WFDC2	0.849345495312246	49	48	1	WFDC2	0.892479170620702	49	48	1
SPINT3	0.980124637804963	4	4	1	SPINT3	1	4	4	1	SPINT3	0.976465522773342	4	4	1
WFDC6	1	14	12	1	WFDC6	1	14	12	1	WFDC6	0.938352237219668	14	12	1
EPPIN-WFDC6	0.999418849334298	52	52	1	EPPIN-WFDC6	1	52	52	1	EPPIN-WFDC6	0.930674031180177	52	52	1
WFDC8	0.999947447729794	177	171	1	WFDC8	1	177	171	1	WFDC8	0.928386335919297	177	171	1
WFDC9	0.99989488178243	83	67	1	WFDC9	0.875325744999177	83	67	1	WFDC9	0.938320437769916	83	67	1
WFDC11	0.999952912410908	99	89	1	WFDC11	1	99	89	1	WFDC11	0.939471939055753	99	89	1
WFDC10B	0.999999599225774	92	83	1	WFDC10B	0.892614517215412	92	83	1	WFDC10B	0.963535580544489	92	83	1
WFDC13	1	7	7	1	WFDC13	0.678527071504535	7	7	1	WFDC13	0.675895645253882	7	7	1
SPINT4	0.852094854352612	25	20	1	SPINT4	0.817307105231064	25	20	1	SPINT4	0.895566060257561	25	20	1
WFDC3	0.933513463115809	55	55	1	WFDC3	1	55	55	1	WFDC3	0.765340073182736	55	55	1
DNTTIP1	0.987531281331068	50	43	1	DNTTIP1	1	50	43	1	DNTTIP1	0.823497623048145	50	43	1
UBE2C	0.994664882712849	9	7	1	UBE2C	1	9	7	1	UBE2C	0.935691117641801	9	7	1
TNNC2	0.932987339288625	11	11	1	TNNC2	1	11	11	1	TNNC2	0.840213424388646	11	11	1
SNX21	0.993249813375015	31	27	1	SNX21	1	31	27	1	SNX21	0.843708026853275	31	27	1
ACOT8	0.999739616064608	45	45	1	ACOT8	0.836365907157201	45	45	1	ACOT8	0.924158007128816	45	45	1
ZSWIM3	0.999952344021042	92	88	1	ZSWIM3	0.847727461947159	92	88	1	ZSWIM3	0.909495705596737	92	88	1
ZSWIM1	1	8	8	1	ZSWIM1	1	8	8	1	ZSWIM1	0.995103537252985	8	8	1
SPATA25	1	3	3	1	SPATA25	1	3	3	1	SPATA25	0.930951364528067	3	3	1
NEURL2	0.989012753937064	8	8	1	NEURL2	1	8	8	1	NEURL2	0.950402893980856	8	8	1
CTSA	0.99949294245522	20	19	1	CTSA	0.829464635040971	20	19	1	CTSA	0.86181076859421	20	19	1
PLTP	0.999972618811728	32	31	1	PLTP	0.881397713836274	32	31	1	PLTP	0.869877208879027	32	31	1
PCIF1	0.975391031474619	45	44	1	PCIF1	0.848240778226552	45	44	1	PCIF1	0.832056737359213	45	44	1
ZNF335	0.999830889322049	64	62	1	ZNF335	1	64	62	1	ZNF335	0.944237118064587	64	62	1
MMP9	0.992363310736343	20	17	1	MMP9	1	20	17	1	MMP9	0.927476072735898	20	17	1
SLC12A5-AS1	0.999237097007353	19	18	1	SLC12A5-AS1	1	19	18	1	SLC12A5-AS1	0.879086235055273	19	18	1
SLC12A5	0.999991433495146	115	104	1	SLC12A5	1	115	104	1	SLC12A5	0.948047452157028	115	104	1
NCOA5	0.998400423126763	28	28	1	NCOA5	0.904517405011208	28	28	1	NCOA5	0.917679237471463	28	28	1
CD40	0.993702916442672	22	20	1	CD40	1	22	20	1	CD40	0.855624278780307	22	20	1
CDH22	0.999997415617189	299	276	1	CDH22	1	299	276	1	CDH22	0.833727599882702	299	276	1
SLC35C2	0.980038457074391	32	19	1	SLC35C2	1	32	19	1	SLC35C2	0.776414254816751	32	19	1
ELMO2	0.99995258057326	79	64	1	ELMO2	0.901590975314987	79	64	1	ELMO2	0.834042844848161	79	64	1
LOC105372633	0.98347589492474	62	51	1	LOC105372633	1	62	51	1	LOC105372633	0.759581262320547	62	51	1
ZNF663P	0.800383983645152	1	1	1	ZNF663P	0.986150454550618	1	1	1	ZNF663P	0.800383983645152	1	1	1
MKRN7P	0.997579791934373	7	7	1	MKRN7P	1	7	7	1	MKRN7P	0.825427865741105	7	7	1
ZNF334	0.999826798100807	27	26	1	ZNF334	1	27	26	1	ZNF334	0.883132284312225	27	26	1
OCSTAMP	0.999599222756946	34	33	1	OCSTAMP	1	34	33	1	OCSTAMP	0.832139037958441	34	33	1
SLC13A3	0.986186993948043	310	285	1	SLC13A3	1	310	285	1	SLC13A3	0.677336049202227	310	285	1
TP53RK	0.743931907506812	7	7	1	TP53RK	0.629999759121857	7	7	1	TP53RK	0.626046441299189	7	7	1
SLC2A10	0.804443315762711	60	55	1	SLC2A10	0.783986461818935	60	55	1	SLC2A10	0.701789638334138	60	55	1
EYA2	0.998482100762035	1109	1022	1	EYA2	0.892028695607342	1109	1022	1	EYA2	0.749999417346483	1109	1022	1
ZMYND8	0.999957805717408	274	250	1	ZMYND8	1	274	250	1	ZMYND8	0.705851123382417	274	250	1
LOC101927377	1	4	4	1	LOC101927377	1	4	4	1	LOC101927377	0.907153393953767	4	4	1
LINC01754	0.999917676580665	51	50	1	LINC01754	1	51	50	1	LINC01754	0.700341947334593	51	50	1
NCOA3	0.964489477848965	387	360	1	NCOA3	0.816928632748748	387	360	1	NCOA3	0.591632050078607	387	360	1
SULF2	0.999190821364325	518	446	1	SULF2	1	518	446	1	SULF2	0.852583936459011	518	446	1
LINC01522	0.96121263917837	28	23	1	LINC01522	0.674001144879664	28	23	1	LINC01522	0.896685728301542	28	23	1
LINC00494	0.997574337315541	33	32	1	LINC00494	1	33	32	1	LINC00494	0.605559713674163	33	32	1
PREX1	0.993453470405875	707	696	1	PREX1	1	707	696	1	PREX1	0.946018121448271	707	696	1
ARFGEF2	0.999906725277165	292	275	1	ARFGEF2	0.828554056588737	292	275	1	ARFGEF2	0.68278696812981	292	275	1
CSE1L-AS1	0.999305943158859	15	15	1	CSE1L-AS1	1	15	15	1	CSE1L-AS1	0.937198223342595	15	15	1
CSE1L	0.999989345461149	130	122	1	CSE1L	0.836720852133722	130	122	1	CSE1L	0.770658676465006	130	122	1
STAU1	0.99995981658627	179	174	1	STAU1	1	179	174	1	STAU1	0.958812434962309	179	174	1
DDX27	0.998804453900378	91	87	1	DDX27	1	91	87	1	DDX27	0.979278524495125	91	87	1
ZNFX1	0.998257066149998	117	111	1	ZNFX1	1	117	111	1	ZNFX1	0.937960393070817	117	111	1
ZFAS1	0.999584052993682	65	65	1	ZFAS1	1	65	65	1	ZFAS1	0.986385430915489	65	65	1
KCNB1	0.999993775157879	327	256	1	KCNB1	0.842745183207406	327	256	1	KCNB1	0.685146107120316	327	256	1
PTGIS	0.997222992922648	191	177	1	PTGIS	0.784961278458548	191	177	1	PTGIS	0.708891241476742	191	177	1
B4GALT5	0.999978631304057	213	195	1	B4GALT5	1	213	195	1	B4GALT5	0.801444220951482	213	195	1
SLC9A8	0.999789509461628	245	235	1	SLC9A8	0.804978851365512	245	235	1	SLC9A8	0.856563134782418	245	235	1
SPATA2	0.991175942887145	37	35	1	SPATA2	0.883445646120123	37	35	1	SPATA2	0.913097122636736	37	35	1
LOC105372653	0.978908678227456	50	44	1	LOC105372653	0.897211360295897	50	44	1	LOC105372653	0.983938007200862	50	44	1
RNF114	0.99721844120604	59	57	1	RNF114	0.828760705179034	59	57	1	RNF114	0.885902718542441	59	57	1
SNAI1	0.995844950314327	33	33	1	SNAI1	1	33	33	1	SNAI1	0.982529585770728	33	33	1
TRERNA1	0.383160345663959	1	1	1	TRERNA1	0.38198888759888	1	1	1	TRERNA1	0.383160345663959	1	1	1
UBE2V1	0.999797721166054	80	75	1	UBE2V1	1	80	75	1	UBE2V1	0.905838339466804	80	75	1
TMEM189-UBE2V1	0.978426889510975	102	97	1	TMEM189-UBE2V1	0.85205240587978	102	97	1	TMEM189-UBE2V1	0.859116284965177	102	97	1
LINC01273	0.7266172433049	18	18	1	LINC01273	0.650563732542883	18	18	1	LINC01273	0.723007867262354	18	18	1
CEBPB-AS1	0.997921834475883	14	14	1	CEBPB-AS1	1	14	14	1	CEBPB-AS1	0.913962973137892	14	14	1
SMIM25	0.373923558950622	26	26	1	SMIM25	0.382562594682856	26	26	1	SMIM25	0.133824130329847	26	26	1
LINC01270	0.998023078213959	81	69	1	LINC01270	0.727344139484031	81	69	1	LINC01270	0.503410604242368	81	69	1
LINC01271	0.999329716961216	13	13	1	LINC01271	0.87894348554249	13	13	1	LINC01271	0.874684027243635	13	13	1
PTPN1	0.999995677204443	120	117	1	PTPN1	1	120	117	1	PTPN1	0.926509028263078	120	117	1
RIPOR3	0.999898749031296	130	122	1	RIPOR3	1	130	122	1	RIPOR3	0.980314885756423	130	122	1
LOC100506175	0.999957659981881	38	36	1	LOC100506175	0.707356536763537	38	36	1	LOC100506175	0.817228939756447	38	36	1
PARD6B	0.998420017295554	38	37	1	PARD6B	1	38	37	1	PARD6B	0.982338556028576	38	37	1
BCAS4	0.999857331116285	315	298	1	BCAS4	1	315	298	1	BCAS4	0.978451077929126	315	298	1
ADNP	0.980044559020781	47	42	1	ADNP	0.864061053018984	47	42	1	ADNP	0.576158421577247	47	42	1
ADNP-AS1	0.999589533529884	23	22	1	ADNP-AS1	0.871920747886814	23	22	1	ADNP-AS1	0.631134027842852	23	22	1
DPM1	0.99408295307246	19	15	1	DPM1	1	19	15	1	DPM1	0.635384437542597	19	15	1
MOCS3	0.997069359982842	7	5	1	MOCS3	0.903531632064225	7	5	1	MOCS3	0.87888050122493	7	5	1
KCNG1	0.999663307399587	68	64	1	KCNG1	1	68	64	1	KCNG1	0.928210112340919	68	64	1
NFATC2	0.464452928752494	473	418	1	NFATC2	0.350265846132605	473	418	1	NFATC2	0.139556398185103	473	418	1
ATP9A	0.999977862169265	674	621	1	ATP9A	1	674	621	1	ATP9A	0.906868673709341	674	621	1
SALL4	0.952334588780164	69	58	1	SALL4	0.544880570286775	69	58	1	SALL4	0.222539261043987	69	58	1
LINC01429	0.999988827879221	169	153	1	LINC01429	1	169	153	1	LINC01429	0.926316211173494	169	153	1
ZFP64	0.606707163713278	65	56	1	ZFP64	0.357256614469575	65	56	1	ZFP64	0.155906506349943	65	56	1
LINC01524	0.992808406496805	104	103	1	LINC01524	0.602607452375734	104	103	1	LINC01524	0.684018680542728	104	103	1
TSHZ2	0.999917241020676	1409	1246	1	TSHZ2	0.805156007768925	1409	1246	1	TSHZ2	0.966093115786169	1409	1246	1
LOC101927770	0.999695108948862	112	106	1	LOC101927770	0.82901871563702	112	106	1	LOC101927770	0.905379292630694	112	106	1
ZNF217	1	15	14	1	ZNF217	0.720428512299249	15	14	1	ZNF217	0.863714333579947	15	14	1
LOC105372672	0.857993067719485	66	49	1	LOC105372672	0.43183257422569	66	49	1	LOC105372672	0.129842422775365	66	49	1
SUMO1P1	0.87681001385708	5	5	1	SUMO1P1	1	5	5	1	SUMO1P1	0.876809771877481	5	5	1
BCAS1	0.999998681321639	389	378	1	BCAS1	0.69723244716874	389	378	1	BCAS1	0.957842554876062	389	378	1
CYP24A1	0.999943581578943	89	80	1	CYP24A1	1	89	80	1	CYP24A1	0.752802897815068	89	80	1
PFDN4	0.99356054497793	23	23	1	PFDN4	0.786966976807999	23	23	1	PFDN4	0.457850975901374	23	23	1
DOK5	0.999851042101709	10	9	1	DOK5	1	10	9	1	DOK5	0.988269151319711	10	9	1
LINC01441	1	3	3	1	LINC01441	1	3	3	1	LINC01441	0.958960519461804	3	3	1
CBLN4	0.992163344968172	9	8	1	CBLN4	0.886928575892204	9	8	1	CBLN4	0.879389209603571	9	8	1
MC3R	0.903399490596202	2	2	1	MC3R	0.740741727509232	2	2	1	MC3R	0.903399490596202	2	2	1
FAM210B	0.00318549907603821	9	9	1	FAM210B	0.00475100370315562	9	9	1	FAM210B	0.00318467033229438	9	9	1
AURKA	0.999937455468304	38	31	1	AURKA	1	38	31	1	AURKA	0.683692533436927	38	31	1
CSTF1	0.985654812579771	21	18	1	CSTF1	1	21	18	1	CSTF1	0.769278754473964	21	18	1
CASS4	0.994855428189496	97	93	1	CASS4	1	97	93	1	CASS4	0.869960429517692	97	93	1
RTF2	0.99994273290692	128	99	1	RTF2	1	128	99	1	RTF2	0.970109267622708	128	99	1
GCNT7	0.977959967589408	20	16	1	GCNT7	1	20	16	1	GCNT7	0.996901133126821	20	16	1
FAM209B	0.887138422885559	8	8	1	FAM209B	1	8	8	1	FAM209B	0.886918589123793	8	8	1
LINC01716	0.148225758732477	61	46	1	LINC01716	0.0944887919970517	61	46	1	LINC01716	0.0589076698364471	61	46	1
TFAP2C	0.887206393539965	4	4	1	TFAP2C	1	4	4	1	TFAP2C	0.883882529951846	4	4	1
BMP7	0.999989925850897	267	238	1	BMP7	1	267	238	1	BMP7	0.818355381299602	267	238	1
SPO11	0.99982455135786	10	8	1	SPO11	0.851074970289017	10	8	1	SPO11	0.850268684124226	10	8	1
RAE1	0.999919198920148	30	26	1	RAE1	1	30	26	1	RAE1	0.975791116322304	30	26	1
LOC100291105	0.999208706734863	16	13	1	LOC100291105	0.858740437058529	16	13	1	LOC100291105	0.481217377507341	16	13	1
RBM38	0.999990311340783	33	14	1	RBM38	1	33	14	1	RBM38	0.912342488244653	33	14	1
CTCFL	0.999981235108939	62	59	1	CTCFL	1	62	59	1	CTCFL	0.876648477386137	62	59	1
PCK1	0.94562894373242	30	27	1	PCK1	0.684850459143247	30	27	1	PCK1	0.92695997583114	30	27	1
ZBP1	0.982461740577944	55	48	1	ZBP1	0.782701319400592	55	48	1	ZBP1	0.731272737607356	55	48	1
PMEPA1	0.997624594065563	165	152	1	PMEPA1	0.904100656552722	165	152	1	PMEPA1	0.916155010114619	165	152	1
NKILA	1	6	3	1	NKILA	1	6	3	1	NKILA	0.958832356474343	6	3	1
LINC01742	0.724916309020861	3	3	1	LINC01742	1	3	3	1	LINC01742	0.78832642384972	3	3	1
C20orf85	0.999837159833046	18	16	1	C20orf85	1	18	16	1	C20orf85	0.941365560182467	18	16	1
ANKRD60	0.977771640645833	38	35	1	ANKRD60	0.867516670111862	38	35	1	ANKRD60	0.954391680677436	38	35	1
PPP4R1L	0.944613924157324	212	197	1	PPP4R1L	0.824087525856281	212	197	1	PPP4R1L	0.551864408158284	212	197	1
RAB22A	0.904890229724177	113	107	1	RAB22A	0.859738617601024	113	107	1	RAB22A	0.626627371663908	113	107	1
VAPB	0.999999812024341	151	134	1	VAPB	0.868762314936979	151	134	1	VAPB	0.958488420681743	151	134	1
APCDD1L	0.999997521141259	145	136	1	APCDD1L	1	145	136	1	APCDD1L	0.859068194704071	145	136	1
APCDD1L-DT	0.999309436647657	315	254	1	APCDD1L-DT	1	315	254	1	APCDD1L-DT	0.601055332231461	315	254	1
LINC01711	0.554391070982135	3	3	1	LINC01711	0.750827749164423	3	3	1	LINC01711	0.571369977523	3	3	1
STX16-NPEPL1	0.991087440553657	118	100	1	STX16-NPEPL1	1	118	100	1	STX16-NPEPL1	0.888389687009069	118	100	1
LOC105372695	0.218690660526439	3	3	1	LOC105372695	0.212315094127294	3	3	1	LOC105372695	0.130911170127316	3	3	1
MIR296	1	1	0	1	MIR296	1	1	0	1	MIR296	1	1	0	1
GNAS-AS1	0.999616144772534	47	43	1	GNAS-AS1	1	47	43	1	GNAS-AS1	0.937332011949055	47	43	1
GNAS	0.999989551088979	73	69	1	GNAS	0.782758009027512	73	69	1	GNAS	0.955071071027327	73	69	1
NELFCD	0.998794590663104	41	37	1	NELFCD	0.875327085557214	41	37	1	NELFCD	0.598926530902572	41	37	1
CTSZ	0.990470092021099	46	44	1	CTSZ	0.796045168750836	46	44	1	CTSZ	0.587684548566049	46	44	1
TUBB1	0.9418393077653	10	9	1	TUBB1	1	10	9	1	TUBB1	0.815219501808405	10	9	1
ATP5F1E	0.989776708573456	10	7	1	ATP5F1E	1	10	7	1	ATP5F1E	0.997180171952802	10	7	1
SLMO2-ATP5E	0.997247607970718	15	15	1	SLMO2-ATP5E	1	15	15	1	SLMO2-ATP5E	0.864358111554558	15	15	1
ZNF831	0.988962944065475	155	140	1	ZNF831	0.656173003115382	155	140	1	ZNF831	0.519748076881289	155	140	1
EDN3	0.999983970140669	56	41	1	EDN3	1	56	41	1	EDN3	0.987331358947279	56	41	1
PHACTR3	0.999241734600702	871	710	1	PHACTR3	0.646281613425049	871	710	1	PHACTR3	0.586732243851672	871	710	1
SYCP2	0.999960245651789	45	33	1	SYCP2	1	45	33	1	SYCP2	0.782009257697363	45	33	1
FAM217B	0.995666030603051	10	9	1	FAM217B	0.890845721014425	10	9	1	FAM217B	0.744122174896743	10	9	1
CDH26	0.986571781920602	92	87	1	CDH26	0.755411108731124	92	87	1	CDH26	0.750536766415296	92	87	1
C20orf197	1	6	6	1	C20orf197	0.792616661564391	6	6	1	C20orf197	0.698849466087134	6	6	1
LOC729296	0.999717834168985	83	76	1	LOC729296	0.861391257454407	83	76	1	LOC729296	0.974472399047931	83	76	1
MIR646HG	0.624062396447988	504	464	1	MIR646HG	0.226395600801084	504	464	1	MIR646HG	0.111953779733691	504	464	1
LOC101928048	0.686367672902236	7	7	1	LOC101928048	0.765319689889564	7	7	1	LOC101928048	0.686744283747375	7	7	1
LINC01718	0.794416510474272	2	1	1	LINC01718	0.816333893379845	2	1	1	LINC01718	0.794416510474272	2	1	1
CDH4	0.999808958329154	2893	2540	1	CDH4	0.529545307276001	2893	2540	1	CDH4	0.510294845971065	2893	2540	1
TAF4	0.999923679069557	319	292	1	TAF4	1	319	292	1	TAF4	0.721878710211556	319	292	1
LSM14B	0.996301770073245	30	24	1	LSM14B	0.763157691316977	30	24	1	LSM14B	0.777521046178314	30	24	1
PSMA7	0.971263635221649	16	15	1	PSMA7	1	16	15	1	PSMA7	0.936089396977204	16	15	1
SS18L1	0.999773024721235	211	179	1	SS18L1	0.830122755838122	211	179	1	SS18L1	0.827667990545903	211	179	1
MTG2	0.461896721755566	104	98	1	MTG2	0.567994063319766	104	98	1	MTG2	0.448457446421785	104	98	1
HRH3	0.988198690112458	7	7	1	HRH3	1	7	7	1	HRH3	0.923704374813789	7	7	1
LOC105369209	0.974471153480797	16	16	1	LOC105369209	1	16	16	1	LOC105369209	0.7213405868345	16	16	1
OSBPL2	0.910667417129597	171	140	1	OSBPL2	0.764915098317912	171	140	1	OSBPL2	0.58399846763773	171	140	1
ADRM1	0.786637896984644	17	15	1	ADRM1	0.794261054605424	17	15	1	ADRM1	0.57303828872118	17	15	1
LAMA5	0.970381504157799	249	203	1	LAMA5	0.541500940115638	249	203	1	LAMA5	0.373717134429593	249	203	1
RPS21	0.0468749644575123	5	3	1	RPS21	0.0820209652542357	5	3	1	RPS21	0.0468752952041148	5	3	1
CABLES2	0.996969644905174	71	53	1	CABLES2	1	71	53	1	CABLES2	0.695209177322464	71	53	1
RBBP8NL	0.999909752082634	52	44	1	RBBP8NL	1	52	44	1	RBBP8NL	0.897342407177848	52	44	1
GATA5	0.855998621054012	38	38	1	GATA5	0.616968892731104	38	38	1	GATA5	0.400681716405902	38	38	1
MIR1-1HG-AS1	0.975200684002746	37	34	1	MIR1-1HG-AS1	1	37	34	1	MIR1-1HG-AS1	0.85844131717114	37	34	1
MIR1-1HG	0.999972068142583	125	115	1	MIR1-1HG	1	125	115	1	MIR1-1HG	0.914629171206251	125	115	1
SLCO4A1	0.99995361126778	87	67	1	SLCO4A1	1	87	67	1	SLCO4A1	0.899517518752446	87	67	1
NTSR1	0.999908931238413	259	228	1	NTSR1	1	259	228	1	NTSR1	0.902929476731513	259	228	1
LINC00659	0.82218079317665	22	20	1	LINC00659	0.710273784367477	22	20	1	LINC00659	0.714674954465864	22	20	1
